VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Germany,2019,0.697838312,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Germany,2020,0.697838312,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Germany,2021,0.697838312,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2018,1.903914591,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2019,1.903914591,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2020,1.903914591,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ghana,2021,1.903914591,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Greece,2018,11.852339181,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Greece,2019,11.852339181,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Greece,2020,11.852339181,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Greece,2021,11.852339181,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Grenada,2018,1.05,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Grenada,2019,1.05,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Grenada,2020,1.05,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Grenada,2021,1.05,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Guatemala,2018,1.47447424,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Guatemala,2019,1.47447424,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Guatemala,2020,1.47447424,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Guatemala,2021,1.47447424,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Guinea,2018,0.265486726,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Guinea,2019,0.265486726,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Guinea,2020,0.265486726,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Guinea,2021,0.265486726,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Guinea-Bissau,2018,0.458598726,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Guinea-Bissau,2019,0.458598726,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Guinea-Bissau,2020,0.458598726,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Guinea-Bissau,2021,0.458598726,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Guyana,2018,0.502952029,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Guyana,2019,0.502952029,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Guyana,2020,0.502952029,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Guyana,2021,0.502952029,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Haiti,2018,8.622165169,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Haiti,2019,8.622165169,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Haiti,2020,8.622165169,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Haiti,2021,8.622165169,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Honduras,2018,1.27815633,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Honduras,2019,1.27815633,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Honduras,2020,1.27815633,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Honduras,2021,1.27815633,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Hungary,2018,0.485519024,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Hungary,2019,0.467163214,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Hungary,2020,0.526634615,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Hungary,2021,0.526634615,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Iceland,2018,0.000176471,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Iceland,2019,0.000176471,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Iceland,2020,0.000176471,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Iceland,2021,0.000176471,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,India,2018,36.003977183,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,India,2019,36.003977183,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,India,2020,36.003977183,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,India,2021,36.003977183,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Indonesia,2018,9.397136771,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Indonesia,2019,9.397136771,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Indonesia,2020,9.397136771,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Indonesia,2021,9.397136771,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Iran (Islamic Republic of),2018,62.753110292,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Iran (Islamic Republic of),2019,62.753110292,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Iran (Islamic Republic of),2020,62.753110292,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Iran (Islamic Republic of),2021,62.753110292,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Iraq,2018,34.175383931,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Iraq,2019,49.221010461,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Iraq,2020,36.375472958,%,E,False
